Guid,AccountId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,Subject,Priority,Description,IsEscalated,Comments
c22307d3-7fa2-4963-b6aa-7e8ba1796e80,43ca5b3d-f8d8-4e40-9b1d-5d415a5d4391,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
d90da54e-d3f0-49a9-aca2-13d4690576f8,94109c96-c38a-4c09-aac4-d3fb8778b335,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
056bbd9d-c4cc-4c9f-9402-a682d62ff816,c35c923f-d9ca-4b84-baf1-0cae0247ead5,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
ac13a104-9e3a-4456-b6a7-1e79bd590204,12758ef2-865b-4413-bc4a-03fcf267e91e,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
f4e51e77-11be-4ba8-97fa-5472c980a74e,6c62d661-c3fa-43a3-93a4-7850a466205a,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
9f9f3537-6f5e-4a86-a680-151f58e0f2e1,05ee173f-75d0-4368-a2c9-c5a22da7e476,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
fa83bd62-e964-4b78-af6a-898a14511e8c,181898d2-4913-4aca-a3e8-2bf2ed62fd15,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
967c0a27-3c2c-4c2b-befb-4ef62f05308b,9fec2ae2-884c-41ed-b781-466550bbd0b1,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
e6eaef6c-6bde-4c7b-8ee1-2beb11f282b1,bd9c1c3f-936c-42cb-9924-50711e7a8e70,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
ccaeaf60-f1a8-4705-8bc4-268e72e8d91e,4b9e1789-4962-4ed4-a016-d026f66566e1,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
95f19d42-9e91-4bd8-90c6-dd1fb796418d,629f686e-9380-4d08-900f-95f9fce8d18d,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
26c6312b-9c98-4369-9706-6f7946d231c0,ee38f8db-7f57-40e6-b9f4-9dc26bcdf63b,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
6ad81a24-30e3-4e40-9b94-234af9ff71d0,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
66d4233a-2674-47ee-9e90-c4078387f745,62eb4532-8ff6-4a00-9d2f-5d1f8e132d4d,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
02299802-799b-4385-b0ae-96d3ef0c7da7,e0577c6e-7466-47d9-9393-1eecd5db9c30,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
cddc2b5c-55fa-43ef-a9b9-52aec2503338,29d0a2fe-3b92-4fba-b34d-b3d266eb365c,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
03f9cab4-216d-48d1-8300-ae34f62ace46,2c76af4a-bec1-44da-999a-3610507f3429,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
93746a65-cc05-40cb-b912-b46e3d53326c,b04e26a7-1cc1-4369-961d-5572b263185b,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
c60f6f01-f538-4e18-a969-edbc49f48651,d7da7fba-3d87-46e4-9356-2c6cc3a4482d,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
61bb5baf-050b-49ad-a2b5-bad48eadd31b,37a48864-056a-4181-84b9-1c220a4f6912,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
df197649-867e-4a39-b434-5f1ecc759556,32a4a133-82f6-43f4-9421-59474b4e1357,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
11cecfb9-be7f-4221-82ec-7a6365d87fea,1dd04607-7227-46ae-a213-20bea352a0b8,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
385ceba5-507f-47b4-a77b-1bddeabf83bb,09da5258-f65d-47df-bb8e-413d79928f61,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
236b4d33-bf9a-45c1-895d-0da9ae2cb8fa,e34ef005-0cd8-4a93-a6bb-0f30f0aa1503,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
0ba4db72-a6eb-4f24-a1f8-19b5394f39df,d53e7f1f-d7df-48ca-9939-ca2903e63dc2,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
f9617786-0b4d-4a5b-9108-65c02141ba92,c8b97cf7-39e0-42c0-a414-f6ee777103bf,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
55506105-4037-4180-ba8a-b6e94c74296d,f39f8b05-c635-4a0d-907c-14f8ba6a298c,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
7d1a7a63-2876-4218-8c7a-0dc1e60980b0,437df295-8391-422c-b5fe-73dd46f186f5,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
e717a78b-af5e-4bbf-ae45-ed7cdd66f637,0ba3146b-df2e-499e-a5c7-428305fca5a0,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
21595c6c-b751-46b1-822a-a67af25f0e6e,9fec2ae2-884c-41ed-b781-466550bbd0b1,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
efd1b05c-ac7a-4335-8db6-14845b0fad4b,c35c923f-d9ca-4b84-baf1-0cae0247ead5,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
f3d6dd63-6a6a-414b-b2a3-f22827b37ed6,4a865490-9780-46da-93ed-336f020aa95e,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
2bb12eb6-6253-4d6f-989a-14d2a6265fd6,d9e79863-e6a3-48c7-ab78-42d550399e9a,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
fa7ba165-4aba-4277-b8f6-984563bc7f3b,33244dc5-224e-4b59-a6eb-5eb0e1670d3b,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
666c8bc2-6b0e-40c0-8eb5-6853efab2dc1,73a11015-4b91-4e38-8a95-f4e39357b76d,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
d924d140-4a99-4352-a200-464989f78781,d22b9522-e924-415f-bb5b-41a7088617ba,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
dbdc09df-977c-4bda-b182-77c1fd3a478b,ad93599a-9ec6-40ed-b8cc-95e912b3b06c,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
4e0d402c-edd8-481b-986a-45d86230b988,1303adb4-87fc-47ff-93de-6d489aa30988,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
3669debe-9dfa-4701-acf6-551272769eb4,05ee173f-75d0-4368-a2c9-c5a22da7e476,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
4b593cfc-b865-44d8-8f5f-a1c79a7f1f8b,ad93599a-9ec6-40ed-b8cc-95e912b3b06c,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
5ed0c16e-a658-43db-922e-c8ba68575483,d3fc4341-4532-4c56-b798-8c7f1eef00d0,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
e2754a95-2596-426e-8751-0208d02dc5b5,e7240d98-ecce-486e-9bdf-d0a0a4dab761,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
10bf3962-07e7-458b-aed8-176cf0bbc69a,98fdcff4-bc6e-4035-9427-313addf04b08,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
160af151-ebbe-4ff2-9185-4d4b75b0deba,9a7174e1-7076-4faa-a3e8-fa545ac5de65,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
8c362ed0-65b6-4c9b-b219-630636ce35a2,56837d40-7123-4702-93a8-8aaacc4ada28,#N/A,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
6189bcea-c7a8-4bc4-8931-5859999034b4,437df295-8391-422c-b5fe-73dd46f186f5,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Is this possible?,Medium,EMEA Case,false,#N/A
69a6a8b4-050e-4c40-8a58-263b261e9570,652246af-0cee-4ef7-b9f0-5a54d48a66c4,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
ec010294-0fa4-4c25-a5c0-6ba0d1015795,e0577c6e-7466-47d9-9393-1eecd5db9c30,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
1f1f4517-addb-40d4-ae76-52f3f17c78f2,94109c96-c38a-4c09-aac4-d3fb8778b335,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,#N/A,Question,Medium,User Needs Help,false,#N/A
1d862a6d-0670-4696-8c28-ad7228022dd2,9f48e195-10cf-46c5-a116-3598874d495b,#N/A,#N/A,#N/A,#N/A,Problem,Escalated,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
b582f68d-3bf8-4c9d-8e0b-4691bfce58cc,05d375ec-96c3-40f9-98b3-4744bd4132cf,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
684178d8-92e1-4d72-ac00-bebd53d13570,b9b93108-e892-4d27-bf0c-f4b07b80b5c7,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
9d59e16d-e684-4b27-88e2-72e88320bc4d,4177a886-a835-4c97-b4e0-1b1c42967760,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
f64efe27-2ab5-421a-91c7-5d1bb923492e,fb5522c5-87e1-46ea-b43b-8fd75733ce15,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
187cd596-8726-43e5-b86b-ed4a2aafd29f,f39f8b05-c635-4a0d-907c-14f8ba6a298c,#N/A,#N/A,#N/A,#N/A,Problem,Closed,New problem,#N/A,Error Messages - Slow / not responding,Medium,Prefers Direct Phone Outreach,false,#N/A
1ae5f431-27f0-4285-a640-2d11a59789dd,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
5b7295e1-fcdb-490e-9beb-0b8bef5d9fc5,e9e29c84-f852-4a6a-9703-3a57523806d1,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
a3c97838-9f11-4f83-9001-84062b69f00b,be06da5e-254a-4f32-949b-4378ea3a774d,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
1f021309-2c5c-4133-bd79-2fd6681da840,d6cd5a4f-4f8b-4279-ab65-5c0c59100b6a,#N/A,#N/A,#N/A,#N/A,Question,On Hold,Complex functionality,#N/A,Adding to dynamic QM/ link,Medium,EMEA Case,false,#N/A
35486f83-f84c-44ae-b041-9873d4e0620d,629f686e-9380-4d08-900f-95f9fce8d18d,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
3eb4c1f6-2546-41c0-9294-308bcd479265,d6cd5a4f-4f8b-4279-ab65-5c0c59100b6a,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
0d4d9ffc-8a46-462c-836a-2af1eb61852d,1bbbd83a-fd4e-4225-b2ec-428d01092afe,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
e9f684b9-7c22-4a06-a71a-c204f7831a27,9f6814d7-8a04-4d8f-856d-3975f8f0cb00,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Trouble using the xyz widget,Medium,I'm having trouble using the xyz widget....,false,#N/A
1b557528-3665-4992-9dac-e259b3caff1d,73a11015-4b91-4e38-8a95-f4e39357b76d,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
f28a7b66-34c9-42c0-a88d-01695a0ad46c,7d61a834-587a-449b-ac0a-71b5202e130f,#N/A,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
41f7e55a-89b4-4f08-b40a-eeb0a660301e,05ca9c0e-ce11-4357-973b-23a76ea0e91c,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
e2ab18d8-5201-45e0-8380-ee22ce111537,ee38f8db-7f57-40e6-b9f4-9dc26bcdf63b,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
d3250c9b-4c8b-4c06-ad39-960ad93e4839,af50583b-0637-4b81-8424-b0537cd29c57,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
e57dbc70-2273-4bb1-ad05-076957bc0628,1e05b318-1f15-4c70-a33e-d32f47b5ee72,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
795631f8-f3a0-47df-8e4f-920db782c509,37a48864-056a-4181-84b9-1c220a4f6912,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
2b1b182a-fa28-4902-91ab-041c780aea5e,ff1881c3-8a96-4c0c-b599-d070f4e4cfc4,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
0a4955c1-0da9-4ae1-9f16-0bab3d4ccbe6,b04e26a7-1cc1-4369-961d-5572b263185b,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
eb77159b-8018-48b4-aa75-131d74228922,8313a611-528f-4b17-91ee-a39a66338c7d,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
5b812eef-1faf-4291-85f6-d2a60332baf7,62f2b56b-1f44-41ba-9f99-01514e74088f,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
804dabae-8e42-4fb1-82f1-4c99f86f4f97,1d517951-1275-4586-b550-b766c77902b3,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,User didn't attend training,#N/A,Some fields not populating in Excel template,Medium,Prefers Direct Phone Outreach,false,#N/A
24b2fc8f-2aa8-4242-9dda-beb4481df900,11d346f5-d91c-438b-a9d8-dd1efc12a83d,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
6093493e-3e8f-4a8d-8fda-e5fe7eb2c8fe,f26b90b0-0e0b-4759-b078-dd34ef69e2fc,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
fe54534a-b76e-4054-8d4d-b179e012659f,73a11015-4b91-4e38-8a95-f4e39357b76d,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
c530ba04-94e4-433c-b62a-2157f8f4c53e,e0577c6e-7466-47d9-9393-1eecd5db9c30,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
f052a196-66e7-4051-9077-6de7b2557cd7,cc08c154-76c4-4769-be40-aaf165e440b3,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
992f15a4-12f7-4525-8238-5e9bf8daa424,2c76af4a-bec1-44da-999a-3610507f3429,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
95f93be8-5225-4c4f-9ecf-3325dd7cdd6d,d6cd5a4f-4f8b-4279-ab65-5c0c59100b6a,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
7eecbe47-6297-4d28-a779-56104b9b7144,d7da7fba-3d87-46e4-9356-2c6cc3a4482d,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
c7cd8e3a-e571-4aea-b55e-4b1a13fb27fd,62daecfe-8728-4927-8172-ff7de796551c,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
e0ded0fd-4307-45d3-a5cd-a1e30756e818,bd9c1c3f-936c-42cb-9924-50711e7a8e70,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
9b0fd0d8-c241-48ee-9888-de385e97e391,b7942613-5a8f-44cd-8f87-e3d40a15c74b,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
336c9650-5bce-4aec-aa80-863d8b6ddee9,c8b97cf7-39e0-42c0-a414-f6ee777103bf,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
be7c5749-077a-45ec-98e3-153e12a470ff,629f686e-9380-4d08-900f-95f9fce8d18d,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
8c8be404-398d-4ee7-9140-7740238e95bd,0255c937-e703-4505-b7a9-8c9747e8b113,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
79bfc389-ab52-4ebc-bee4-9d5c7ca2a47e,9f48e195-10cf-46c5-a116-3598874d495b,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
10994137-0b3a-4848-8980-96b8d78c15fc,f26b90b0-0e0b-4759-b078-dd34ef69e2fc,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
8f1e04a4-3c44-49d6-ae46-8173b7dab3b6,e8cc936f-b48f-42c5-be05-df861809c1dd,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
5f1db66b-065e-49c8-8732-329a132a6d3e,f1c1aa20-94c5-4fbe-a8b9-221e42ca1994,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
ad3de514-5192-47a0-865b-ebf51dbae47f,bf2c0e9d-652b-40cb-b120-453881337368,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,#N/A,Enquiry about running reports on  reports,Medium,User Needs Help,false,#N/A
7bc806bd-7c06-4d70-a2c1-cf28d4da9a18,e8cc936f-b48f-42c5-be05-df861809c1dd,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
beb62e20-a137-43e7-b1a4-adfd6c59f3c9,05d375ec-96c3-40f9-98b3-4744bd4132cf,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
73ce16c5-7bc5-4816-bab1-ee0efe8fb5b5,222383ca-245c-4e2d-8409-ccedefcc63ff,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
239fcadc-4df7-45cf-b643-d0184021f153,d68e6e79-4477-4a16-9321-79fde84c4200,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
947773b8-5636-4820-9879-3d29eb103cd3,b3695549-ddb4-48e8-9bf9-b918ee1f1dff,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
0d0cf93f-02c9-4501-8b65-57c0a7de0473,05ee173f-75d0-4368-a2c9-c5a22da7e476,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
