Guid,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,SBQQ__Contracted__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,sbaa__ApprovalStatus__c,sbaa__ApprovalStep__c,sbaa__StepApproved__c,sbaa__SubmittedDate__c
41ca8833-a68b-4fe9-ad1a-2f9b1193b4ed,af50583b-0637-4b81-8424-b0537cd29c57,Chatterpoint - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
497881ed-761f-46a4-b62d-90df29aa252e,4daa6ee9-e671-4e3a-8a63-182797bea466,Aibox - Initial Sale,#N/A,Value Proposition,72395.0,50.0,2024-10-17,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
298de019-ecfc-49b0-9eda-6d24d26369db,e34ef005-0cd8-4a93-a6bb-0f30f0aa1503,Browsetype - Initial Sale,#N/A,Prospecting,74395.0,10.0,2024-10-17,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1829cb5c-63cc-4099-9665-8faf9177412d,437df295-8391-422c-b5fe-73dd46f186f5,Jaxspan - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
c9d1544d-a207-48bd-8fa8-d09afbfbd453,4a44e24c-8d9d-4a2b-a02b-2217547261bd,Pixoboo - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-07-08,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
8fdcd30f-d32f-4761-89d8-4e0251a629a9,43ca5b3d-f8d8-4e40-9b1d-5d415a5d4391,Feedbug - Additional Sale,#N/A,Value Proposition,3200.0,50.0,2024-10-06,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2fc5d941-481e-4310-8d69-41cdac02eaed,a49920b1-d25e-499b-8d5b-dce2a9d90838,Tagtune - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bdfb1c44-79cf-45ab-b29a-c5402dc38994,b04e26a7-1cc1-4369-961d-5572b263185b,Eazzy - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a594dbd4-c544-4c83-86cf-545050f22d09,31eade5e-7bea-4f8e-8f37-a40483a150af,Topicshots - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7cfd4106-a635-4ee5-8a46-616b2696e50b,09da5258-f65d-47df-bb8e-413d79928f61,Divavu - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d5b90cf1-a7d4-4fbb-8269-1124a135cee2,43363fd6-e1f0-43d3-b4cf-cb13cc97cddd,Fatz - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
613b7c12-2bec-4d3f-8271-c00c3b396d6c,9936e5e6-14a3-4dbf-87b4-a054504fbf61,Voolia - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
89929fd2-efa9-4413-90c8-43e460abe48b,c8b97cf7-39e0-42c0-a414-f6ee777103bf,Edgepulse - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0bedb35a-2ee8-453c-b0e1-b50bd2c4b0f3,8d0d2c49-a193-46cf-967a-e18d931e6bf3,Topdrive - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5e1f0e21-6a95-4967-affb-98360bad2941,c35c923f-d9ca-4b84-baf1-0cae0247ead5,Flipbug - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-08-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
fa7f0332-0d45-4e64-844d-e0976387a6f8,a49920b1-d25e-499b-8d5b-dce2a9d90838,Tagtune - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bf8e7b6e-0a03-41a8-bf35-31705c601e46,32a4a133-82f6-43f4-9421-59474b4e1357,Pixonyx - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
571c9ae1-d625-4e73-b7d8-82186259cef8,fa42db97-2bda-4f4b-8598-385a012389af,Thoughtmix - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-29,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ec005782-28e4-4f17-9f55-f3d955cbd53e,bf2c0e9d-652b-40cb-b120-453881337368,Oloo - SOW 1,#N/A,Needs Analysis,72395.0,20.0,2024-10-11,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b6d12708-32df-4bea-a1f1-fd620a4a2e93,6c62d661-c3fa-43a3-93a4-7850a466205a,Jazzy - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2f0c5693-69f3-434b-9e1b-2eb2f8a1ae5e,ad15c101-d872-4de4-82f2-d38e4333b5a4,Tazzy - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1be0fc33-ad9e-436c-8531-59214eb84e9d,a25e7c5a-d566-4bcc-b900-1523563c50dd,Kazu - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
109e260f-e145-40c4-b510-ecca16368109,b3695549-ddb4-48e8-9bf9-b918ee1f1dff,Skyba - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
fb724787-d810-404a-bda4-1eac0ed320c5,9b45b43a-fdc7-47ef-9570-0a632e642c2a,Buzzbean - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-29,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6d6965ef-4459-41a6-9c5a-504395b946cd,8628af2c-bd93-4ee0-bf37-b1ca9f606ac2,Zoomcast - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7a53a270-93b3-4fce-bead-4c7acf9a2f9c,ad957499-2386-4f9b-a5fd-e6bd425b73a3,Meeveo - Additional Sale,#N/A,Closed Won,72395.0,100.0,2022-12-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
db015c9f-d953-4b9d-9e36-74314bf50f81,8cc6be39-02de-4554-9f76-cb3a8966759a,Twiyo - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-08-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
74aecdd6-f15c-43b8-aeb7-eeca1e1b98ba,002f381d-2f37-4b63-be04-991341a132fc,Fizzly Products,#N/A,Prospecting,#N/A,10.0,2032-08-14,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
822a333f-48ff-4fa2-9a8e-7e5c76b2ba1d,4e45048b-93f7-4da8-8d56-79e6609f2b34,Blognation - SOW 2,#N/A,Negotiation/Review,0.0,90.0,2024-10-26,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a5ff14f8-b337-4e57-bd60-79e7333d283a,1d517951-1275-4586-b550-b766c77902b3,Meejo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-09-26,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9c28b1ae-c339-4c35-a2b9-5d0f371ce5da,2d7d4628-1dbf-4d8b-84d7-02793096e9ad,Quire - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
33602d51-a819-45f0-a60e-1441bd0423b8,ca1b8828-a1af-4fe3-adb2-5727f2bad4b2,Skinte - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9ee78471-e005-4fd1-8dc6-7730b4db5ef0,62eb4532-8ff6-4a00-9d2f-5d1f8e132d4d,Noba - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,Existing Business,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a477c99c-85be-4245-89e6-9b5bee8cb9be,e8cc936f-b48f-42c5-be05-df861809c1dd,Voomm - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1700ae58-3d57-416f-8ad9-d7c30fdb7eeb,4e45048b-93f7-4da8-8d56-79e6609f2b34,Blognation - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b55afe45-2384-4616-abc5-432a7b44e606,380d9c79-d077-4b94-96b5-d6df17fc4c5a,Kayveo - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-08-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d2ad7a56-6393-40e0-8e53-aa2771794070,9fd95f56-37bd-4036-bc0e-e8d5f06cac41,Zazio - Additional Sale,#N/A,Qualification,34995.0,10.0,2024-08-05,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
91b5398b-5ed5-4e61-b93e-1d7e53e2d323,5aa47b5f-63aa-42d5-bde2-dfd9bcf3f36e,Omba - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
aa5a7455-5ec6-4aa1-8eb6-b960be0e5544,4177a886-a835-4c97-b4e0-1b1c42967760,DabZ - Additional Sale,#N/A,Perception Analysis,34995.0,70.0,2024-06-18,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
08368c1b-b91c-4fed-9d0b-8646aaebbbe1,14082410-8bcd-427d-a1bf-d84384b0e013,Kamba - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f922126c-d29c-4416-9f8e-0a3bcb52758e,7dab72e3-a96e-47b0-a303-6e2536e8930a,Roomm - Upsell,#N/A,Qualification,105120.0,10.0,2024-09-21,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
aa3cb61b-3fe9-4217-bf51-ebabc2463318,04081f77-3fd2-492c-b97d-70ec1649a5bb,Dazzlesphere - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4c053cc1-1541-4ff0-8000-bfc441b60e34,4e45048b-93f7-4da8-8d56-79e6609f2b34,Blognation - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f2682e87-ad76-4139-bfaa-dd7511fb2335,d22b9522-e924-415f-bb5b-41a7088617ba,Livefish - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
fcb3682f-2e3b-48f9-83e9-ced6e2ab0399,14082410-8bcd-427d-a1bf-d84384b0e013,Kamba - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
02071a47-e1bb-40fc-b583-2bbd7330cd26,9a7174e1-7076-4faa-a3e8-fa545ac5de65,Agimba - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b03e6b22-45b3-45bf-9d76-1288b7e6306e,ad96271e-8a27-4acd-a620-c263e3965409,Yakidoo - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5ef15936-5374-408e-888d-cfd4d948fba2,c18f99eb-72c7-4af7-9926-151d12af36f2,Zoomlounge - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
78a0ffaf-2798-4ea1-bf19-73db7353e732,cb161bba-7058-48dc-9d98-662858282bbf,Twitterwire - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4a0144b7-5bd9-46f9-94cc-ca4ca2229aef,fb580e84-4368-419c-9ecb-3f3330c5b7b2,Twimm - Upsell,#N/A,Qualification,75000.0,10.0,2024-10-31,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b988ba7b-74e9-4035-817d-7443d0a3ad58,4a44e24c-8d9d-4a2b-a02b-2217547261bd,Pixoboo - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
34ed5d81-2d57-460b-b068-952748890663,3f41aa6d-eb89-4e92-95b7-020bbee89017,Skyvu - Additional Sale,#N/A,Prospecting,75650.0,10.0,2024-08-14,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
81aae61c-8488-4f6a-b150-bb732a262a1d,4b9e1789-4962-4ed4-a016-d026f66566e1,Bluejam - Initial Sale,#N/A,Prospecting,72395.0,10.0,2024-10-17,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1971b569-74e3-4b91-a29a-379e75f689ae,1303adb4-87fc-47ff-93de-6d489aa30988,Eidelr-Ashpool - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
afe20c71-7296-4447-b4af-bedca4d021b6,b04e26a7-1cc1-4369-961d-5572b263185b,Eazzy - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-29,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6a57e2c7-4ead-49fb-85da-bcd8e563cc84,ff1881c3-8a96-4c0c-b599-d070f4e4cfc4,Dabfeed - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3e24a82a-d8cd-47cd-9a5e-107f2f5feb8b,af33cce6-6933-473d-bbee-8604a2905a12,Trilith - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
04792627-bfbf-4a3b-9983-ed51f315af2a,9b45b43a-fdc7-47ef-9570-0a632e642c2a,Buzzbean - Upsell,#N/A,Needs Analysis,100082.0,20.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
78301d60-19c0-4e78-99f0-6efc77345529,14082410-8bcd-427d-a1bf-d84384b0e013,Kamba - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-10-06,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a32ad53f-69e5-453e-be45-9edece4c0458,9f6814d7-8a04-4d8f-856d-3975f8f0cb00,Bluezoom - Upsell,#N/A,Qualification,108710.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
22c16f15-aea4-4654-b990-5b03e58e30ae,6c62d661-c3fa-43a3-93a4-7850a466205a,Jazzy - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
68c191b9-a91e-4a78-b231-f543befe38f9,99b94241-300a-4332-8571-761e04bb049a,Tazz -SOW 3,#N/A,Needs Analysis,72395.0,20.0,2024-10-26,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6c1ac8d2-ed10-4e80-8c68-9165bca5f959,b3695549-ddb4-48e8-9bf9-b918ee1f1dff,Skyba - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
cf96e816-64cf-4b65-a6e3-9f4f8df8acf9,31eade5e-7bea-4f8e-8f37-a40483a150af,Topicshots - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f9db4723-b4e5-4eee-b8c1-3e2db7099968,bf2c0e9d-652b-40cb-b120-453881337368,Oloo - Additional Sale,#N/A,Needs Analysis,34995.0,20.0,2024-06-30,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
30818c73-0206-4f84-8c4a-e226d8106d0c,43363fd6-e1f0-43d3-b4cf-cb13cc97cddd,Fatz - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f8ffe199-624f-49ea-866c-76cffb44cf08,fb5522c5-87e1-46ea-b43b-8fd75733ce15,Realcube - Initial Sale,#N/A,Prospecting,72395.0,10.0,2024-10-17,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1de49ce1-5652-45a2-98c8-501f96a79832,73a11015-4b91-4e38-8a95-f4e39357b76d,Fiveclub - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-29,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9150f1fe-9686-4453-885f-9ab04bec358e,5072ef92-6fcd-4355-af48-36ed83d1667c,Topicware - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-08-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
8fb2a0a5-909d-486d-96d0-3faa7104fe06,d7f1abdd-4128-49fd-b758-7e5ad079c7d1,Vitz - Upsell,#N/A,Qualification,100082.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2c0b7966-2b7d-4a65-bd73-7152be169c4f,05ca9c0e-ce11-4357-973b-23a76ea0e91c,Mydo - Initial Sale,#N/A,Id. Decision Makers,73995.0,60.0,2024-10-17,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ebf9155b-0fe6-4647-9c9f-152452cb0289,8fceeffe-2bdc-494e-b793-1ba8eea80e09,Voonix - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b8dae839-bf6b-4ca2-ad46-db199a789cca,0255c937-e703-4505-b7a9-8c9747e8b113,Topicblabh-Sto Associates - Additional Sale,#N/A,Closed Won,29995.0,100.0,2023-11-11,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2e16a9bc-84e7-48be-83ea-d080e2fe6d20,7dab72e3-a96e-47b0-a303-6e2536e8930a,Roomm - Additional Sale,#N/A,Closed Won,29995.0,100.0,2024-05-29,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1bdf851e-095c-43df-aecf-c1dac55bf6e3,72935334-e171-4a4d-a6f6-52629c00588d,Acme - 200 Widgets,The deal is at 10% because they are at the sales process stage of evaluating just being converted from a lead.  No formal sales engagement has taken place yet.,Prospecting,20000.0,10.0,2022-07-02,Existing Business,Need estimate,Word of mouth,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f73fa404-84df-4fda-a06e-54e5f37a0eb3,cee475b0-56b6-4f2b-be7b-7d8763f63226,Topicstorm - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bb347406-6d8b-4d41-ba0b-51691042c933,5072ef92-6fcd-4355-af48-36ed83d1667c,Topicware - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b5d6be90-f266-4bae-9429-0553b1cccf42,d7da7fba-3d87-46e4-9356-2c6cc3a4482d,Jetpulse - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
09207261-05f4-417e-a293-808a21ec160d,f0522c69-0b13-4310-b6fd-142c6f0a1e55,Tagopia - Additional Sale,#N/A,Closed Won,72395.0,100.0,2024-04-14,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ae3cf571-e1ea-427f-a790-ba2ff90fc635,9936e5e6-14a3-4dbf-87b4-a054504fbf61,Voolia - Additional Sale,#N/A,Id. Decision Makers,29995.0,60.0,2025-02-01,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0acc9626-368f-47de-922f-3b7e3ff6d7ee,4e45048b-93f7-4da8-8d56-79e6609f2b34,Blognation - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b06ce8be-2804-4135-a6d9-7aa7a4232dc2,35e6cdf2-b98a-4813-805e-b3ea5fa07b70,Edgeclub - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2024-03-28,#N/A,#N/A,#N/A,Omitted,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1aaf146f-9198-4956-8281-680c1f05817d,be06da5e-254a-4f32-949b-4378ea3a774d,Dynazzy - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0f4bbc73-b742-40f5-9eaa-d8da2008b967,04081f77-3fd2-492c-b97d-70ec1649a5bb,Dazzlesphere - Initial Sale,#N/A,Prospecting,73995.0,10.0,2024-10-17,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
59f247e1-d114-4715-96f6-b789f7edd49a,4a865490-9780-46da-93ed-336f020aa95e,Buzzshare - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-10-09,#N/A,#N/A,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
241230b7-599c-4d4e-9941-eba75e94cfa5,3f41aa6d-eb89-4e92-95b7-020bbee89017,Skyvu - Additional Sale,Some people like putting there notes into these long description fields to describe the deal. This can be unruly in a grid and out-of-box Salesforce doesn't even allow Long Notes fields to be displayed in a grid.,Closed Won,29995.0,100.0,2024-04-13,#N/A,Call to check on Quote,#N/A,Closed,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
07f7b7b3-0d00-49bd-be01-b8da90179caf,c8b97cf7-39e0-42c0-a414-f6ee777103bf,Edgepulse - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-10-25,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9812be3c-a7b2-400c-a109-ec3aaa983289,56837d40-7123-4702-93a8-8aaacc4ada28,Dynava - Upsell,#N/A,Value Proposition,100082.0,50.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
95f808a6-f494-4df4-92a1-f1e2b8ef0665,bd9c1c3f-936c-42cb-9924-50711e7a8e70,Yakitrit-Germain Hospital - Initial Sale,#N/A,Prospecting,72395.0,10.0,2024-10-17,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
73618bb9-dfe6-4051-8825-6d9668e16403,9936e5e6-14a3-4dbf-87b4-a054504fbf61,Voolia - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
636e3105-f358-4d89-a309-f69f35da3440,02fbb698-e655-4f56-8006-d0a1c122ed05,Aivee - Upsell,#N/A,Qualification,75000.0,10.0,2024-12-15,#N/A,#N/A,#N/A,Pipeline,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
