Guid,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,Website,Industry,AnnualRevenue,NumberOfEmployees,Description,Jigsaw,AccountSource,SicDesc,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__ContractCoTermination__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,SBQQ__CoTerminationEvent__c,SF_Training__c
1303adb4-87fc-47ff-93de-6d489aa30988,Eidel,Customer,#N/A,45131 Brüsseler Platz,Bavaria,Essen,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Government,6.52105621E8,#N/A,Tessier-Ashpool is the leader in Government in Bavaria,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
437df295-8391-422c-b5fe-73dd46f186f5,Jaxspan,Prospect,#N/A,67 Como Pde,Como,NSW,2226,Australia,#N/A,#N/A,#N/A,67 Como Pde,Como,NSW,2226,Australia,#N/A,#N/A,#N/A,(02) 6849 6177,#N/A,#N/A,Consulting,6.8846673E7,#N/A,Megadodo Publications is the leader in Consulting in Como,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14082410-8bcd-427d-a1bf-d84384b0e013,Kamba,Prospect,#N/A,2030 Dow Ctr,Midland,MI,48674-1500,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.989.636.1000,#N/A,#N/A,Technology,4.8778E10,#N/A,Computico Labs is the leader in Technology in Midland,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2b821875-0530-42be-b1fb-266ad754cb51,Gabtune,Prospect,#N/A,1234 Hilltop Road,Broomfield,Colorado,80020,USA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(720) 562-5896,#N/A,#N/A,Healthcare,#N/A,#N/A,Adams Household is the leader in Healthcare in Broomfield,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3f41aa6d-eb89-4e92-95b7-020bbee89017,Skyvu,Prospect,#N/A,250 E Parkcenter Blvd,Boise,ID,83706-3999,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.208.395.6200,#N/A,#N/A,Communications,5.6771552999E10,#N/A,Spruik Communications is the leader in Communications in Boise,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
e7240d98-ecce-486e-9bdf-d0a0a4dab761,Quinu,Customer,#N/A,7 W 7th St,Cincinnati,OH,45202-2424,United States,#N/A,#N/A,#N/A,701 W Georgia St,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.513.579.7000,#N/A,#N/A,Non Profit,2.7079E10,#N/A,Capitol Museum of Art is the leader in Non Profit in Cincinnati,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
c35c923f-d9ca-4b84-baf1-0cae0247ead5,Flipbug,Prospect,#N/A,"1006, Oaza Kadoma",Osaka,#N/A,#N/A,Japan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,7.41215097E8,#N/A,TSM South is the leader in Healthcare,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4233ce2f-cc3c-42d1-9548-9aba2ef045b8,Wikizz,Customer,#N/A,120 Park Ave FL 6,New York,NY,10017-5592,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.917.663.2000,#N/A,#N/A,Higher Education,7.3908E10,#N/A,Leza College of Engineering is the leader in Higher Education in New York,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
659f4efc-9e57-4441-be18-01fb04b8b280,Gabtype,Customer,#N/A,1 American Rd,Dearborn,MI,48126-2701,United States,#N/A,#N/A,#N/A,P.O. BOX 685,Dearborn,MI,48121-0685,US,#N/A,#N/A,#N/A,1.313.322.3000,#N/A,#N/A,Energy,1.49558E11,#N/A,"Tension, Inc. is the leader in Energy in Dearborn",#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
466ba7d2-0642-496f-9327-e4ad8314b216,Mybuzz,Customer,#N/A,235 E 42nd St,New York,NY,10017-5703,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.733.2323,#N/A,#N/A,Manufacturing,4.8851E10,#N/A,Procurabl Holdings Inc. is the leader in Manufacturing in New York,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ad15c101-d872-4de4-82f2-d38e4333b5a4,Tazzy,Prospect,#N/A,1000 Lowes Blvd,Mooresville,NC,28117-8520,United States,#N/A,#N/A,#N/A,P.O. BOX 1000,Mooresville,NC,28115-1000,US,#N/A,#N/A,#N/A,1.704.758.1000,#N/A,#N/A,Consumer Goods,5.9074E10,#N/A,Finley Companies is the leader in Consumer Goods in Mooresville,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2c76af4a-bec1-44da-999a-3610507f3429,Podcat,Prospect,#N/A,356 Ocean View Rd,Ettalong Beach,NSW,2257,Australia,#N/A,#N/A,#N/A,356 Ocean View Rd,Ettalong Beach,NSW,2257,Australia,#N/A,#N/A,#N/A,(02) 7575 8703,#N/A,#N/A,Retail,6.52105621E8,#N/A,Mainway Toys is the leader in Retail in Ettalong Beach,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ad957499-2386-4f9b-a5fd-e6bd425b73a3,Meeveo,Customer,#N/A,"Tesco House, Shire Park, Kestrel Way",Welwyn Garden City,#N/A,AL7 1GA,United Kingdom,#N/A,#N/A,#N/A,"Tesco House, Shire Park, Kestrel Way",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Biotechnology,1.46231103E8,#N/A,Western Gas & Electric is the leader in Biotechnology,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9f6814d7-8a04-4d8f-856d-3975f8f0cb00,Bluezoom,Prospect,#N/A,410 Terry Ave N,Seattle,WA,98109-5210,United States,#N/A,#N/A,#N/A,P.O. BOX 81226,Seattle,WA,98108-1300,US,#N/A,#N/A,#N/A,1.206.266.1000,#N/A,#N/A,Higher Education,1.07006E11,#N/A,Heimdall College of Optometry is the leader in Higher Education in Seattle,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a65151f8-8260-4533-ad23-d7dae783abd2,Zoovu,Customer,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 8967 7597,#N/A,#N/A,Construction,9.02787175E8,#N/A,Extensive Enterprise is the leader in Construction in Melbourne,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4a44e24c-8d9d-4a2b-a02b-2217547261bd,Pixoboo,Customer,#N/A,19100 Ridgewood Pkwy,San Antonio,TX,78259-1834,United States,#N/A,#N/A,#N/A,P.O. BOX 8016,Cary,NC,27512-8016,US,#N/A,#N/A,#N/A,1.210.626.6000,#N/A,#N/A,Consumer Goods,2.8711E10,#N/A,General Products is the leader in Consumer Goods in San Antonio,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6a13d0c4-731e-40a8-9679-4c59e1f8bfdd,Quimm,Customer,#N/A,900 Cottage Grove Rd,Bloomfield,CT,06002-2920,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.860.226.6000,#N/A,#N/A,Media,3.7876E10,#N/A,Trek Broadcasting is the leader in Media in Bloomfield,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92a6efd5-7523-4651-a1da-31ad09d6bd88,Oozz,Customer,#N/A,170 W Tasman Dr,San Jose,CA,95134-1706,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.408.526.4000,#N/A,#N/A,Higher Education,4.9161E10,#N/A,Franklin Research College is the leader in Higher Education in San Jose,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
222383ca-245c-4e2d-8409-ccedefcc63ff,Skaboo,Customer,#N/A,70173,Baden-Württemberg,Stuttgart,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,2.55815146E8,#N/A,St Francis West Side is the leader in Healthcare in Baden-Württemberg,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
d53e7f1f-d7df-48ca-9939-ca2903e63dc2,Myworks,Customer,#N/A,333 Clay St Ste 1600,Houston,TX,77002-4101,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.713.646.4100,#N/A,#N/A,Engineering,2.3152E10,#N/A,Wentworth Industries is the leader in Engineering in Houston,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ad93599a-9ec6-40ed-b8cc-95e912b3b06c,Digitube,Prospect,#N/A,1295 State St,Springfield,MA,01111-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.413.788.8411,#N/A,#N/A,Manufacturing,1.9687E10,#N/A,Sirius Cybernetics Corporation is the leader in Manufacturing in Springfield,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a40c3716-3bbc-4b3a-8813-3abb46f237eb,Global Media,Prospect,#N/A,150 Chestnut Street,Toronto,Ontario,L4B 1Y3,Canada,#N/A,#N/A,#N/A,150 Chestnut Street,Toronto,Ontario,L4B 1Y3,Canada,#N/A,#N/A,#N/A,(905) 555-1212,#N/A,#N/A,Corporate Office,#N/A,14668,"GBM is the worldwide leader in technology news and information on the Web and the producer of the longest-running and farthest-reaching television shows about technology. GBM's network of sites combines breakthrough interactive technology with engaging content and design and is consistently ranked as the Internet's leading content network in terms of both audience size and revenue, serving millions of users each day. The company's television programming is broadcast by the USA Network and the Sci-Fi Channel to more than 70 million households and is syndicated to broadcast television stations in the nation's top 120 markets, including the top 10 markets.",#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
99b94241-300a-4332-8571-761e04bb049a,Tazz,Customer,#N/A,1 John Deere Pl,Moline,IL,61265-8098,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.309.765.8000,#N/A,#N/A,Technology,2.88628E10,#N/A,Fastforward Software is the leader in Technology in Moline,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bb30fe42-4973-4beb-96d3-3e0ab265fa51,Topiclounge,Customer,#N/A,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,(02) 8592 7342,#N/A,#N/A,Consulting,4.528576E8,#N/A,Demo Company is the leader in Consulting in North Sydney,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
d68e6e79-4477-4a16-9321-79fde84c4200,JumpXS,Prospect,#N/A,200 Vesey St,New York,NY,10285-0002,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.640.2000,#N/A,#N/A,Consumer Goods,3.4441E10,#N/A,Walken Group is the leader in Consumer Goods in New York,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
0447e566-cb88-4210-808d-819647a6e46f,Centimia,Customer,#N/A,10 Farm Springs Rd,Farmington,CT,06032-2577,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.860.728.7000,#N/A,#N/A,Transportation,5.6098E10,#N/A,Tungsten Security Services is the leader in Transportation in Farmington,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
be06da5e-254a-4f32-949b-4378ea3a774d,Dynazzy,Customer,#N/A,100 N Tryon St Ste 220,Charlotte,NC,28202-4031,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.704.386.5681,#N/A,#N/A,Manufacturing,9.3056E10,#N/A,Velso International is the leader in Manufacturing in Charlotte,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
057904e0-03c9-4a46-9d35-6541ea266616,Uidoo,Customer,#N/A,115 Tabor Rd,Morris Plains,NJ,07950-2546,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.973.455.2000,#N/A,#N/A,Energy,3.8581E10,#N/A,Jupiter Consulting is the leader in Energy in Morris Plains,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
b235ed90-f192-4087-a777-490f1966d422,Trunyx,Prospect,#N/A,420 Montgomery St Frnt,San Francisco,CA,94104-1205,United States,#N/A,#N/A,#N/A,420 Montgomery St Frnt,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.866.878.5865,#N/A,#N/A,Financial Services,9.0033E10,#N/A,Cryptocurrents is the leader in Financial Services in San Francisco,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09da5258-f65d-47df-bb8e-413d79928f61,Divavu,Customer,#N/A,1300 Morris Dr Ste 100,Chesterbrook,PA,19087-5594,United States,#N/A,#N/A,#N/A,P.O. BOX 959,Valley Forge,PA,19482-0959,US,#N/A,#N/A,#N/A,1.610.727.7000,#N/A,#N/A,Manufacturing,1.35962E11,#N/A,Apogee Corp. is the leader in Manufacturing in Chesterbrook,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36c1b22d-80cd-4feb-83de-d1de3d1134e6,Hogwurts Prods,Partner,#N/A,#N/A,Longmont,CO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A
8c7bc21e-ce30-487f-9c9c-e05f8dc109dd,Browsezoom,Prospect,#N/A,5565 Maple Wood Street,San Jose,CA,95113,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Retail,2.4638374E7,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8d0d2c49-a193-46cf-967a-e18d931e6bf3,Topdrive,Prospect,#N/A,539 S Main St,Findlay,OH,45840-3229,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.419.422.2121,#N/A,#N/A,Healthcare,7.2258E10,#N/A,Claton Gardner Hospital is the leader in Healthcare in Findlay,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f9640b58-a44d-4e35-9591-543ddaa6ca4e,Gevee,Prospect,#N/A,6051 Northridge Park,Houston,TX,77240,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting,3317099.0,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1bbbd83a-fd4e-4225-b2ec-428d01092afe,Jabberstorm,Customer,#N/A,6/10 Mount St,Hunters Hill,NSW,2110,Australia,#N/A,#N/A,#N/A,6/10 Mount St,Hunters Hill,NSW,2110,Australia,#N/A,#N/A,#N/A,(02) 6279 8265,#N/A,#N/A,Healthcare,5.85033103E8,#N/A,CG South is the leader in Healthcare in Hunters Hill,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7ce0a7b4-d179-422f-8478-8b3f29f35876,Saint Mary's College,Customer,#N/A,#N/A,#N/A,IN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Education,#N/A,350,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05ee173f-75d0-4368-a2c9-c5a22da7e476,Gabcube,Customer,#N/A,140 Diagonal Rd,Warradale,SA,5046,Australia,#N/A,#N/A,#N/A,140 Diagonal Rd,Warradale,SA,5046,Australia,#N/A,#N/A,#N/A,(08) 8985 7724,#N/A,#N/A,Apparel,1.27207233E8,#N/A,Charles Townsend Agency is the leader in Apparel in Warradale,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05ca9c0e-ce11-4357-973b-23a76ea0e91c,Mydo,Customer,#N/A,108 Wilmot Rd,Deerfield,IL,60015-5145,United States,#N/A,#N/A,#N/A,200 George Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.847.315.2500,#N/A,#N/A,Financial Services,1.03444E11,#N/A,"Civic Wealth, Inc. is the leader in Financial Services in Deerfield",#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4a475c85-1ac9-4a45-91c8-41a5ab06c663,Trudoo,Customer,#N/A,66 Beckenham St,Canley Vale,NSW,2166,Australia,#N/A,#N/A,#N/A,66 Beckenham St,Canley Vale,NSW,2166,Australia,#N/A,#N/A,#N/A,(02) 6548 7709,#N/A,#N/A,Consulting,1.78663741E8,#N/A,Mr. Sparkle is the leader in Consulting in Canley Vale,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bd9c1c3f-936c-42cb-9924-50711e7a8e70,Yakitri,Customer,#N/A,1483 Alaskan Way,Seattle,WA,#N/A,USA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(555) 561-5555,#N/A,#N/A,Healthcare,7.58251458E8,#N/A,Susannah St-Germain Hospital is the leader in Healthcare in Seattle,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6c62d661-c3fa-43a3-93a4-7850a466205a,Jazzy,Prospect,#N/A,13 Joshua Cl,Bibra Lake,WA,6163,Australia,#N/A,#N/A,#N/A,13 Joshua Cl,Bibra Lake,WA,6163,Australia,#N/A,#N/A,#N/A,(08) 7593 7049,#N/A,#N/A,Healthcare,5.45137679E8,#N/A,PK North is the leader in Healthcare in Bibra Lake,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02fbb698-e655-4f56-8006-d0a1c122ed05,Aivee,Customer,#N/A,Wittelsbacherplatz 2,Bavaria,Munich,80333,Germany,#N/A,#N/A,#N/A,6/10 Mount St,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Banking,8.0231577E7,#N/A,Virtucon is the leader in Banking in Bavaria,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12758ef2-865b-4413-bc4a-03fcf267e91e,Voolith,Customer,#N/A,500 S Buena Vista St,Burbank,CA,91521-0007,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.818.560.1000,#N/A,#N/A,Higher Education,5.2465E10,#N/A,Larsco College is the leader in Higher Education in Burbank,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
75e7b415-2281-4ddd-9881-ab63b53d9855,Wordware,Prospect,#N/A,066 Grayhawk Road,Flushing,NY,11355,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Utilities,1.5566896E7,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
eb28ea87-33e8-4423-8a18-eac39db4e73e,Universal Studios,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
b7942613-5a8f-44cd-8f87-e3d40a15c74b,Meevee,Customer,#N/A,2200 W Don Tyson Pkwy,Springdale,AR,72762-6901,United States,#N/A,#N/A,#N/A,P.O. BOX 2020,Springdale,AR,72765-2020,US,#N/A,#N/A,#N/A,1.479.290.4000,#N/A,#N/A,Media,4.1373E10,#N/A,Newslync is the leader in Media in Springdale,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8714d3bc-0179-43fa-aaca-1f7613374272,Marriott Hotels,Customer,#N/A,#N/A,#N/A,MD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Hospitality,#N/A,170234,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A
7a26249f-5cdc-4b3b-a46e-bfbab5d893e4,McDonalds,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Restaurant,#N/A,205000,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A
652246af-0cee-4ef7-b9f0-5a54d48a66c4,Rhycero,Customer,#N/A,10 Wingfield St,Annerley,QLD,4103,Australia,#N/A,#N/A,#N/A,10 Wingfield St,Annerley,QLD,4103,Australia,#N/A,#N/A,#N/A,(07) 6433 7486,#N/A,#N/A,Retail,2.55815146E8,#N/A,Chez Quis is the leader in Retail in Annerley,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
af33cce6-6933-473d-bbee-8604a2905a12,Trilith,Customer,#N/A,27 Temple St,Victoria Park,WA,6100,Australia,#N/A,#N/A,#N/A,27 Temple St,Victoria Park,WA,6100,Australia,#N/A,#N/A,#N/A,(08) 7764 6096,#N/A,#N/A,Banking,2.87538616E8,#N/A,LexCorp is the leader in Banking in Victoria Park,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35e6cdf2-b98a-4813-805e-b3ea5fa07b70,Edgeclub,Customer,#N/A,2455 Paces Ferry Rd SE,Atlanta,GA,30339-1834,United States,#N/A,#N/A,#N/A,P.O. BOX 105715,Atlanta,GA,30348-5715,US,#N/A,#N/A,#N/A,1.770.433.8211,#N/A,#N/A,Services,8.8519E10,#N/A,"Cashless Systems, Inc. is the leader in Services in Atlanta",#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
d7da7fba-3d87-46e4-9356-2c6cc3a4482d,Jetpulse,Customer,#N/A,270 Park Ave,New York,NY,10017-2014,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.270.6000,#N/A,#N/A,Non Profit,1.01006E11,#N/A,Human Rights Defense Fund is the leader in Non Profit in New York,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2d7d4628-1dbf-4d8b-84d7-02793096e9ad,Quire,Customer,#N/A,4/81 Doncaster Av,Kensington,NSW,1465,Australia,#N/A,#N/A,#N/A,4/81 Doncaster Av,Kensington,NSW,1465,Australia,#N/A,#N/A,#N/A,(02) 6721 8929,#N/A,#N/A,Healthcare,1.46231103E8,#N/A,SB North is the leader in Healthcare in Kensington,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f26b90b0-0e0b-4759-b078-dd34ef69e2fc,Oyoba,Customer,#N/A,178 Campbell Parade,Bondi,NSW,2026,Australia,#N/A,#N/A,#N/A,178 Campbell Parade,Bondi,NSW,2026,Australia,#N/A,#N/A,#N/A,(02) 7198 7098,#N/A,#N/A,Healthcare,5.6873066E8,#N/A,Danielle Bogartz Hospital is the leader in Healthcare in Bondi,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
d9e79863-e6a3-48c7-ab78-42d550399e9a,Twinder,Prospect,#N/A,3000 N Sam Houston Pkwy E,Houston,TX,77032-3299,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.281.871.2699,#N/A,#N/A,Technology,2.3633E10,#N/A,Systym Vitals is the leader in Technology in Houston,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
